scenario_group_id,split,row_count
SG-01994,train,3
SG-01996,train,5
SG-01997,train,8
SG-01998,train,4
SG-01999,train,6
SG-02000,train,4
SG-02001,train,3
SG-02004,train,8
SG-02005,train,3
SG-02006,train,6
SG-02007,train,2
SG-02009,train,6
SG-02010,train,3
SG-02011,train,7
SG-02013,train,5
SG-02014,train,5
SG-02017,train,3
SG-02018,train,2
SG-02020,train,6
SG-02022,train,8
SG-02023,train,3
SG-02024,train,7
SG-02025,train,5
SG-02026,train,2
SG-02027,train,4
SG-02028,train,7
SG-02029,train,2
SG-02030,train,7
SG-02031,train,5
SG-02032,train,4
SG-02033,train,6
SG-02034,train,2
SG-02035,train,8
SG-02037,train,8
SG-02038,train,3
SG-02039,train,6
SG-02040,train,2
SG-02041,train,6
SG-02042,train,4
SG-02046,train,4
SG-02047,train,5
SG-02048,train,5
SG-02049,train,5
SG-02050,train,4
SG-02051,train,8
SG-02052,train,6
SG-02053,train,2
SG-02054,train,3
SG-02055,train,8
SG-02057,train,7
SG-02058,train,7
SG-02059,train,3
SG-02060,train,5
SG-02061,train,8
SG-02063,train,3
SG-02064,train,3
SG-02066,train,5
SG-02069,train,6
SG-02070,train,4
SG-02071,train,6
SG-02072,train,3
SG-02073,train,3
SG-02075,train,5
SG-02076,train,7
SG-02079,train,4
SG-02080,train,6
SG-02082,train,4
SG-02084,train,8
SG-02085,train,7
SG-02089,train,6
SG-02090,train,6
SG-02091,train,7
SG-02092,train,5
SG-02093,train,8
SG-02094,train,4
SG-02095,train,5
SG-02096,train,4
SG-02099,train,6
SG-02102,train,8
SG-02103,train,3
SG-02104,train,7
SG-02105,train,2
SG-02106,train,7
SG-02107,train,2
SG-02109,train,6
SG-02110,train,4
SG-02113,train,7
SG-02117,train,5
SG-02118,train,5
SG-02119,train,4
SG-02120,train,5
SG-02121,train,8
SG-02124,train,2
SG-02125,train,2
SG-02127,train,3
SG-02128,train,2
SG-02129,train,2
SG-02130,train,2
SG-02131,train,7
SG-02132,train,6
SG-02133,train,6
SG-02135,train,8
SG-02136,train,3
SG-02137,train,3
SG-02138,train,7
SG-02140,train,2
SG-02141,train,2
SG-02142,train,7
SG-02143,train,7
SG-02144,train,8
SG-02145,train,8
SG-02146,train,2
SG-02147,train,3
SG-02148,train,6
SG-02149,train,8
SG-02152,train,3
SG-02154,train,2
SG-02159,train,4
SG-02160,train,2
SG-02162,train,5
SG-02163,train,4
SG-02164,train,7
SG-02165,train,7
SG-02167,train,7
SG-02168,train,4
SG-02172,train,6
SG-02173,train,3
SG-02174,train,8
SG-02175,train,3
SG-02176,train,7
SG-02178,train,4
SG-02179,train,7
SG-02180,train,8
SG-02181,train,3
SG-02182,train,4
SG-02184,train,4
SG-02186,train,8
SG-02189,train,7
SG-02191,train,3
SG-02192,train,2
SG-02193,train,8
SG-02194,train,5
SG-02195,train,8
SG-02196,train,2
SG-02197,train,8
SG-02198,train,3
SG-02199,train,7
SG-02200,train,8
SG-02201,train,6
SG-02202,train,8
SG-02203,train,6
SG-02204,train,7
SG-02205,train,6
SG-02206,train,2
SG-02207,train,2
SG-02208,train,2
SG-02211,train,4
SG-02212,train,6
SG-02213,train,8
SG-02215,train,5
SG-02217,train,5
SG-02218,train,5
SG-02220,train,3
SG-02221,train,8
SG-02222,train,7
SG-02223,train,8
SG-02224,train,5
SG-02225,train,3
SG-02228,train,8
SG-02229,train,5
SG-02230,train,7
SG-02231,train,7
SG-02232,train,2
SG-02233,train,4
SG-02234,train,7
SG-02237,train,3
SG-02239,train,6
SG-02240,train,4
SG-02242,train,5
SG-02243,train,5
SG-02244,train,2
SG-02245,train,7
SG-02246,train,7
SG-02251,train,8
SG-02253,train,5
SG-02255,train,7
SG-02256,train,8
SG-02257,train,4
SG-02259,train,2
SG-02262,train,5
SG-02263,train,4
SG-02265,train,4
SG-02266,train,3
SG-02267,train,8
SG-02268,train,5
SG-02269,train,2
SG-02270,train,3
SG-02271,train,7
SG-02273,train,4
SG-02276,train,7
SG-02278,train,3
SG-02281,train,8
SG-02283,train,2
SG-02284,train,4
SG-02286,train,4
SG-02287,train,2
SG-02288,train,6
SG-02289,train,3
SG-02295,train,4
SG-02296,train,3
SG-02297,train,6
SG-02299,train,4
SG-02301,train,2
SG-02303,train,3
SG-02304,train,4
SG-02305,train,7
SG-02308,train,8
SG-02309,train,6
SG-02310,train,7
SG-02311,train,2
SG-02312,train,2
SG-02316,train,8
SG-02317,train,3
SG-02318,train,8
SG-02319,train,8
SG-02321,train,4
SG-02322,train,8
SG-02325,train,8
SG-02326,train,3
SG-02327,train,7
SG-02328,train,3
SG-02329,train,8
SG-02330,train,4
SG-02331,train,6
SG-02333,train,8
SG-02334,train,6
SG-02335,train,5
SG-02337,train,4
SG-02338,train,8
SG-02339,train,5
SG-02340,train,4
SG-02341,train,5
SG-02342,train,2
SG-02343,train,5
SG-02344,train,6
SG-02347,train,4
SG-02348,train,8
SG-02350,train,8
SG-02351,train,5
SG-02353,train,5
SG-02354,train,5
SG-02357,train,5
SG-02358,train,4
SG-02359,train,2
SG-02360,train,3
SG-02361,train,7
SG-02362,train,6
SG-02363,train,2
SG-02365,train,8
SG-02366,train,8
SG-02367,train,8
SG-02368,train,7
SG-02370,train,8
SG-02373,train,3
SG-02374,train,5
SG-02375,train,8
SG-02376,train,2
SG-02377,train,4
SG-02378,train,4
SG-02380,train,8
SG-02381,train,4
SG-02382,train,2
SG-02383,train,4
SG-02384,train,6
SG-02386,train,7
SG-02387,train,4
SG-02389,train,3
SG-02390,train,6
SG-02392,train,7
SG-02393,train,6
SG-02394,train,8
SG-02398,train,4
SG-02400,train,8
SG-00004,validation,7
SG-00019,validation,2
SG-00023,validation,4
SG-00033,validation,8
SG-00035,validation,5
SG-00038,validation,6
SG-00047,validation,2
SG-00057,validation,8
SG-00060,validation,4
SG-00073,validation,2
SG-00075,validation,8
SG-00086,validation,6
SG-00093,validation,2
SG-00105,validation,3
SG-00115,validation,8
SG-00116,validation,3
SG-00121,validation,8
SG-00122,validation,8
SG-00125,validation,5
SG-00138,validation,3
SG-00154,validation,8
SG-00155,validation,4
SG-00156,validation,3
SG-00160,validation,8
SG-00164,validation,3
SG-00165,validation,3
SG-00184,validation,8
SG-00189,validation,7
SG-00195,validation,8
SG-00197,validation,5
SG-00205,validation,8
SG-00206,validation,6
SG-00207,validation,3
SG-00208,validation,7
SG-00211,validation,6
SG-00212,validation,8
SG-00222,validation,5
SG-00227,validation,2
SG-00229,validation,7
SG-00241,validation,4
SG-00256,validation,8
SG-00263,validation,4
SG-00266,validation,5
SG-00267,validation,4
SG-00272,validation,7
SG-00273,validation,6
SG-00289,validation,4
SG-00292,validation,4
SG-00304,validation,8
SG-00317,validation,8
SG-00331,validation,4
SG-00342,validation,2
SG-00352,validation,2
SG-00359,validation,6
SG-00374,validation,5
SG-00376,validation,4
SG-00378,validation,3
SG-00385,validation,6
SG-00387,validation,3
SG-00400,validation,6
SG-00403,validation,6
SG-00406,validation,2
SG-00410,validation,5
SG-00413,validation,3
SG-00414,validation,2
SG-00418,validation,4
SG-00440,validation,3
SG-00442,validation,8
SG-00446,validation,8
SG-00465,validation,7
SG-00479,validation,7
SG-00482,validation,2
SG-00483,validation,7
SG-00487,validation,3
SG-00497,validation,8
SG-00513,validation,3
SG-00522,validation,4
SG-00527,validation,3
SG-00528,validation,8
SG-00541,validation,6
SG-00560,validation,5
SG-00561,validation,5
SG-00566,validation,6
SG-00570,validation,2
SG-00571,validation,3
SG-00577,validation,4
SG-00578,validation,7
SG-00585,validation,6
SG-00590,validation,4
SG-00591,validation,7
SG-00593,validation,5
SG-00598,validation,8
SG-00606,validation,6
SG-00614,validation,2
SG-00617,validation,4
SG-00621,validation,6
SG-00623,validation,3
SG-00624,validation,6
SG-00625,validation,3
SG-00635,validation,2
SG-00636,validation,6
SG-00645,validation,2
SG-00646,validation,5
SG-00647,validation,6
SG-00650,validation,2
SG-00651,validation,5
SG-00653,validation,3
SG-00669,validation,3
SG-00671,validation,7
SG-00709,validation,2
SG-00713,validation,7
SG-00715,validation,8
SG-00726,validation,8
SG-00737,validation,4
SG-00741,validation,6
SG-00754,validation,7
SG-00755,validation,3
SG-00759,validation,5
SG-00763,validation,5
SG-00769,validation,8
SG-00770,validation,2
SG-00775,validation,5
SG-00783,validation,5
SG-00792,validation,2
SG-00795,validation,3
SG-00802,validation,6
SG-00814,validation,3
SG-00815,validation,3
SG-00816,validation,8
SG-00823,validation,4
SG-00825,validation,5
SG-00827,validation,2
SG-00833,validation,8
SG-00840,validation,4
SG-00850,validation,3
SG-00858,validation,7
SG-00871,validation,6
SG-00888,validation,8
SG-00889,validation,5
SG-00902,validation,8
SG-00904,validation,4
SG-00905,validation,4
SG-00911,validation,4
SG-00917,validation,5
SG-00919,validation,5
SG-00926,validation,3
SG-00929,validation,6
SG-00930,validation,5
SG-00933,validation,3
SG-00944,validation,7
SG-00953,validation,6
SG-00964,validation,2
SG-00989,validation,6
SG-00990,validation,2
SG-00991,validation,2
SG-00995,validation,8
SG-00997,validation,5
SG-01001,validation,3
SG-01003,validation,5
SG-01007,validation,5
SG-01009,validation,4
SG-01016,validation,8
SG-01020,validation,3
SG-01033,validation,6
SG-01051,validation,6
SG-01056,validation,5
SG-01058,validation,8
SG-01065,validation,3
SG-01069,validation,7
SG-01075,validation,3
SG-01083,validation,7
SG-01087,validation,4
SG-01088,validation,2
SG-01095,validation,5
SG-01096,validation,3
SG-01106,validation,5
SG-01132,validation,2
SG-01137,validation,4
SG-01144,validation,3
SG-01169,validation,8
SG-01180,validation,2
SG-01193,validation,7
SG-01194,validation,3
SG-01197,validation,3
SG-01199,validation,3
SG-01201,validation,3
SG-01202,validation,4
SG-01207,validation,5
SG-01226,validation,8
SG-01229,validation,4
SG-01230,validation,2
SG-01233,validation,4
SG-01234,validation,6
SG-01240,validation,2
SG-01250,validation,8
SG-01281,validation,8
SG-01283,validation,4
SG-01299,validation,3
SG-01300,validation,7
SG-01311,validation,5
SG-01312,validation,8
SG-01313,validation,7
SG-01323,validation,5
SG-01343,validation,5
SG-01344,validation,7
SG-01348,validation,4
SG-01359,validation,3
SG-01380,validation,2
SG-01407,validation,6
SG-01411,validation,5
SG-01418,validation,7
SG-01425,validation,2
SG-01435,validation,3
SG-01440,validation,3
SG-01447,validation,5
SG-01449,validation,8
SG-01479,validation,5
SG-01481,validation,6
SG-01485,validation,4
SG-01487,validation,3
SG-01516,validation,6
SG-01532,validation,8
SG-01537,validation,8
SG-01548,validation,8
SG-01549,validation,2
SG-01550,validation,3
SG-01556,validation,2
SG-01557,validation,7
SG-01566,validation,8
SG-01570,validation,7
SG-01577,validation,2
SG-01579,validation,8
SG-01585,validation,8
SG-01595,validation,8
SG-01597,validation,7
SG-01604,validation,8
SG-01605,validation,8
SG-01645,validation,6
SG-01646,validation,8
SG-01655,validation,2
SG-01674,validation,4
SG-01675,validation,2
SG-01685,validation,3
SG-01704,validation,4
SG-01710,validation,7
SG-01718,validation,2
SG-01721,validation,3
SG-01728,validation,5
SG-01731,validation,6
SG-01732,validation,4
SG-01735,validation,4
SG-01737,validation,8
SG-01746,validation,6
SG-01752,validation,2
SG-01754,validation,6
SG-01756,validation,3
SG-01757,validation,3
SG-01772,validation,5
SG-01781,validation,5
SG-01796,validation,6
SG-01802,validation,2
SG-01806,validation,2
SG-01809,validation,4
SG-01814,validation,2
SG-01826,validation,7
SG-01828,validation,6
SG-01830,validation,4
SG-01836,validation,6
SG-01838,validation,7
SG-01846,validation,8
SG-01847,validation,6
SG-01849,validation,8
SG-01855,validation,7
SG-01863,validation,3
SG-01864,validation,8
SG-01876,validation,4
SG-01878,validation,4
SG-01879,validation,3
SG-01885,validation,5
SG-01891,validation,3
SG-01894,validation,4
SG-01896,validation,5
SG-01898,validation,3
SG-01908,validation,7
SG-01910,validation,3
SG-01911,validation,7
SG-01914,validation,6
SG-01931,validation,8
SG-01940,validation,8
SG-01948,validation,6
SG-01953,validation,7
SG-01963,validation,6
SG-01972,validation,4
SG-01978,validation,4
SG-02003,validation,4
SG-02008,validation,6
SG-02015,validation,3
SG-02019,validation,5
SG-02021,validation,5
SG-02044,validation,5
SG-02056,validation,8
SG-02067,validation,8
SG-02074,validation,2
SG-02078,validation,5
SG-02097,validation,3
SG-02100,validation,3
SG-02101,validation,5
SG-02108,validation,4
SG-02111,validation,7
SG-02115,validation,7
SG-02116,validation,6
SG-02123,validation,8
SG-02126,validation,5
SG-02134,validation,4
SG-02150,validation,5
SG-02161,validation,2
SG-02169,validation,4
SG-02170,validation,7
SG-02177,validation,2
SG-02183,validation,8
SG-02185,validation,7
SG-02187,validation,8
SG-02210,validation,4
SG-02216,validation,8
SG-02219,validation,6
SG-02235,validation,5
SG-02241,validation,8
SG-02247,validation,6
SG-02248,validation,6
SG-02249,validation,7
SG-02250,validation,8
SG-02254,validation,6
SG-02258,validation,5
SG-02260,validation,3
SG-02264,validation,6
SG-02272,validation,5
SG-02274,validation,4
SG-02275,validation,3
SG-02280,validation,2
SG-02282,validation,3
SG-02285,validation,5
SG-02290,validation,2
SG-02293,validation,2
SG-02300,validation,6
SG-02302,validation,8
SG-02313,validation,2
SG-02314,validation,5
SG-02315,validation,3
SG-02323,validation,6
SG-02352,validation,5
SG-02355,validation,6
SG-02356,validation,7
SG-02364,validation,5
SG-02369,validation,6
SG-02371,validation,4
SG-02385,validation,4
SG-02391,validation,5
SG-02396,validation,8
SG-02397,validation,2
SG-02399,validation,3
SG-00006,test,4
SG-00014,test,5
SG-00042,test,5
SG-00043,test,8
SG-00050,test,6
SG-00053,test,2
SG-00055,test,8
SG-00059,test,3
SG-00064,test,6
SG-00066,test,3
SG-00077,test,6
SG-00082,test,6
SG-00090,test,8
SG-00094,test,4
SG-00096,test,4
SG-00106,test,3
SG-00119,test,3
SG-00146,test,5
SG-00150,test,8
SG-00161,test,2
SG-00162,test,7
SG-00163,test,2
SG-00168,test,5
SG-00183,test,3
SG-00191,test,7
SG-00228,test,3
SG-00248,test,5
SG-00252,test,2
SG-00262,test,7
SG-00265,test,6
SG-00271,test,7
SG-00276,test,6
SG-00278,test,6
SG-00280,test,3
SG-00287,test,8
SG-00288,test,3
SG-00291,test,6
SG-00295,test,3
SG-00296,test,3
SG-00302,test,8
SG-00315,test,3
SG-00321,test,4
SG-00324,test,5
SG-00326,test,6
SG-00334,test,6
SG-00340,test,3
SG-00346,test,4
SG-00350,test,6
SG-00356,test,7
SG-00365,test,3
SG-00367,test,8
SG-00392,test,7
SG-00398,test,2
SG-00399,test,5
SG-00402,test,2
SG-00411,test,2
SG-00415,test,6
SG-00424,test,8
SG-00429,test,2
SG-00433,test,6
SG-00438,test,5
SG-00439,test,6
SG-00441,test,5
SG-00443,test,3
SG-00447,test,2
SG-00451,test,3
SG-00457,test,3
SG-00459,test,7
SG-00460,test,8
SG-00463,test,2
SG-00486,test,5
SG-00489,test,4
SG-00491,test,8
SG-00492,test,5
SG-00495,test,6
SG-00500,test,8
SG-00504,test,7
SG-00516,test,7
SG-00526,test,2
SG-00529,test,5
SG-00534,test,5
SG-00535,test,6
SG-00536,test,8
SG-00546,test,7
SG-00556,test,6
SG-00563,test,4
SG-00565,test,6
SG-00605,test,6
SG-00634,test,5
SG-00642,test,3
SG-00643,test,8
SG-00662,test,6
SG-00668,test,7
SG-00670,test,5
SG-00676,test,8
SG-00688,test,7
SG-00690,test,8
SG-00691,test,4
SG-00707,test,6
SG-00708,test,7
SG-00719,test,5
SG-00722,test,7
SG-00733,test,6
SG-00736,test,5
SG-00747,test,4
SG-00750,test,4
SG-00753,test,2
SG-00761,test,6
SG-00765,test,7
SG-00779,test,6
SG-00782,test,5
SG-00788,test,5
SG-00806,test,3
SG-00808,test,8
SG-00810,test,5
SG-00817,test,6
SG-00821,test,7
SG-00829,test,7
SG-00831,test,4
SG-00835,test,5
SG-00837,test,5
SG-00839,test,6
SG-00841,test,8
SG-00845,test,8
SG-00852,test,3
SG-00862,test,8
SG-00863,test,4
SG-00868,test,6
SG-00887,test,6
SG-00894,test,6
SG-00909,test,5
SG-00916,test,5
SG-00927,test,2
SG-00931,test,5
SG-00932,test,8
SG-00939,test,3
SG-00949,test,8
SG-00950,test,8
SG-00962,test,8
SG-00963,test,5
SG-00967,test,6
SG-00979,test,5
SG-00985,test,7
SG-00987,test,3
SG-00988,test,3
SG-00996,test,2
SG-00999,test,8
SG-01008,test,2
SG-01014,test,2
SG-01023,test,4
SG-01024,test,2
SG-01029,test,8
SG-01040,test,4
SG-01042,test,7
SG-01043,test,3
SG-01047,test,6
SG-01052,test,5
SG-01057,test,7
SG-01059,test,4
SG-01066,test,6
SG-01082,test,5
SG-01090,test,6
SG-01093,test,3
SG-01100,test,2
SG-01115,test,7
SG-01118,test,5
SG-01120,test,3
SG-01124,test,3
SG-01128,test,6
SG-01138,test,5
SG-01147,test,6
SG-01159,test,5
SG-01162,test,4
SG-01174,test,4
SG-01182,test,2
SG-01183,test,2
SG-01187,test,2
SG-01195,test,3
SG-01200,test,4
SG-01211,test,2
SG-01212,test,8
SG-01215,test,4
SG-01220,test,8
SG-01239,test,8
SG-01241,test,3
SG-01246,test,6
SG-01253,test,4
SG-01254,test,8
SG-01260,test,4
SG-01276,test,4
SG-01279,test,4
SG-01280,test,5
SG-01282,test,6
SG-01287,test,4
SG-01288,test,6
SG-01295,test,5
SG-01297,test,3
SG-01308,test,3
SG-01309,test,7
SG-01316,test,5
SG-01317,test,3
SG-01318,test,2
SG-01325,test,4
SG-01350,test,8
SG-01352,test,5
SG-01354,test,3
SG-01357,test,2
SG-01363,test,2
SG-01364,test,3
SG-01366,test,6
SG-01372,test,7
SG-01378,test,5
SG-01382,test,7
SG-01384,test,6
SG-01394,test,8
SG-01395,test,7
SG-01397,test,6
SG-01403,test,5
SG-01409,test,6
SG-01410,test,2
SG-01414,test,3
SG-01421,test,2
SG-01443,test,4
SG-01466,test,7
SG-01500,test,7
SG-01506,test,3
SG-01508,test,8
SG-01509,test,3
SG-01514,test,6
SG-01525,test,7
SG-01527,test,2
SG-01528,test,5
SG-01529,test,6
SG-01531,test,2
SG-01533,test,4
SG-01535,test,3
SG-01541,test,3
SG-01545,test,6
SG-01546,test,6
SG-01551,test,8
SG-01553,test,7
SG-01554,test,2
SG-01562,test,2
SG-01565,test,2
SG-01573,test,3
SG-01574,test,7
SG-01580,test,5
SG-01596,test,2
SG-01603,test,6
SG-01611,test,4
SG-01617,test,4
SG-01622,test,3
SG-01624,test,6
SG-01627,test,4
SG-01631,test,4
SG-01634,test,6
SG-01650,test,7
SG-01659,test,4
SG-01662,test,2
SG-01670,test,3
SG-01673,test,2
SG-01680,test,7
SG-01698,test,4
SG-01727,test,3
SG-01729,test,7
SG-01733,test,3
SG-01734,test,3
SG-01736,test,4
SG-01738,test,3
SG-01743,test,4
SG-01747,test,6
SG-01776,test,5
SG-01787,test,2
SG-01794,test,6
SG-01803,test,4
SG-01810,test,4
SG-01811,test,7
SG-01816,test,3
SG-01825,test,5
SG-01837,test,3
SG-01843,test,7
SG-01857,test,6
SG-01862,test,7
SG-01881,test,8
SG-01886,test,7
SG-01897,test,2
SG-01901,test,4
SG-01902,test,2
SG-01912,test,4
SG-01916,test,6
SG-01942,test,8
SG-01943,test,2
SG-01950,test,8
SG-01951,test,4
SG-01952,test,2
SG-01955,test,5
SG-01957,test,3
SG-01968,test,5
SG-01970,test,5
SG-01971,test,6
SG-01988,test,6
SG-01993,test,7
SG-01995,test,2
SG-02002,test,2
SG-02012,test,7
SG-02016,test,2
SG-02036,test,3
SG-02043,test,4
SG-02045,test,2
SG-02062,test,7
SG-02065,test,8
SG-02068,test,6
SG-02077,test,8
SG-02081,test,3
SG-02083,test,4
SG-02086,test,7
SG-02087,test,2
SG-02088,test,8
SG-02098,test,4
SG-02112,test,5
SG-02114,test,5
SG-02122,test,5
SG-02139,test,8
SG-02151,test,5
SG-02153,test,8
SG-02155,test,5
SG-02156,test,7
SG-02157,test,5
SG-02158,test,3
SG-02166,test,8
SG-02171,test,8
SG-02188,test,7
SG-02190,test,6
SG-02209,test,4
SG-02214,test,2
SG-02226,test,2
SG-02227,test,4
SG-02236,test,4
SG-02238,test,2
SG-02252,test,4
SG-02261,test,2
SG-02277,test,7
SG-02279,test,6
SG-02291,test,2
SG-02292,test,5
SG-02294,test,3
SG-02298,test,5
SG-02306,test,5
SG-02307,test,7
SG-02320,test,2
SG-02324,test,3
SG-02332,test,7
SG-02336,test,2
SG-02345,test,8
SG-02346,test,5
SG-02349,test,7
SG-02372,test,7
SG-02379,test,8
SG-02388,test,6
SG-02395,test,4
