scenario_group_id,business_profile_id,request_id,lot_id,candidate_id,source_type,product_category,product_subcategory,action_type,business_type,storage_requirement_mode,urgency_level,surplus_source,destination_type,seasonality_status,package_format,planning_quantity,remaining_shelf_life_days,remaining_safe_window_hours,remaining_commercial_window_days,unit_cost,normal_selling_price,offered_or_selling_price_per_unit,direct_action_cost,logistics_cost,handling_cost,estimated_completion_hours,active_demand_quantity,available_capacity,minimum_order_quantity,capability_resource_ratio,demand_coverage_ratio,demand_freshness_hours,distance_km,package_volume_ml,package_weight_g,simulated_rescue_outcome
SG-00567,BP-067,SYN-REQ-00567,SYN-LOT-00567,SYN-CAND-00567-03,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,EXTERNAL_PARTNER,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,RULE_TRIGGERED,EXTERNAL_PARTNER,POST_SEASON,TRAY,49,357,113.09,28.67,35923.89,52502.77,21352.88,17518.47,6296.88,980.52,38.6,77,40,20,0.8163,1.5714,42.13,17.65,471.29,1682.2,0
SG-00567,BP-067,SYN-REQ-00567,SYN-LOT-00567,SYN-CAND-00567-04,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,BUNDLE,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,RULE_TRIGGERED,LOCAL_CUSTOMER,POST_SEASON,TRAY,49,260,35.29,40.97,41194.26,72052.88,34340.4,31838.66,0.0,3641.83,13.76,114,85,1,1.7347,2.3265,134.51,0.0,2978.05,7415.52,1
SG-00567,BP-067,SYN-REQ-00567,SYN-LOT-00567,SYN-CAND-00567-05,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,RETURN_TO_SUPPLIER,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,RULE_TRIGGERED,SUPPLIER,POST_SEASON,TRAY,49,40,328.6,25.66,14810.18,19579.06,15831.63,36619.42,66244.34,1705.52,129.36,67,107,34,2.1837,1.3673,6.33,12.33,3594.81,6324.0,1
SG-00567,BP-067,SYN-REQ-00567,SYN-LOT-00567,SYN-CAND-00567-06,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,DONATION,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,RULE_TRIGGERED,DONATION_PARTNER,POST_SEASON,TRAY,49,235,153.07,6.0,74107.57,116556.39,0.0,45002.57,53419.46,18914.17,73.07,70,85,1,1.7347,1.4286,110.98,37.53,2837.5,5804.55,0
SG-00567,BP-067,SYN-REQ-00567,SYN-LOT-00567,SYN-CAND-00567-07,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,PREPARED_MEAL,INTERNAL_USE,SMALL_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,MEDIUM,RULE_TRIGGERED,INTERNAL_OPERATION,POST_SEASON,TRAY,49,39,659.28,22.26,41581.64,70160.7,0.0,13803.15,0.0,14603.86,222.29,53,130,1,2.6531,1.0816,25.49,0.0,66.39,2599.67,1
SG-00568,BP-068,SYN-REQ-00568,SYN-LOT-00568,SYN-CAND-00568-01,SYNTHETIC_GENERATED,BAKERY,PASTRY,WHOLESALE,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,MEDIUM,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,BOX,103,221,235.92,44.78,75434.33,119405.0,82556.62,62.41,63950.39,10611.9,46.76,263,201,27,1.9515,2.5534,61.19,5.89,1968.99,8439.18,1
SG-00568,BP-068,SYN-REQ-00568,SYN-LOT-00568,SYN-CAND-00568-02,SYNTHETIC_GENERATED,BAKERY,PASTRY,INTERNAL_REPURPOSE,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,MEDIUM,CALCULATED,INTERNAL_OPERATION,NOT_APPLICABLE,BOX,103,111,279.69,50.56,66042.83,103317.4,82436.95,46730.89,0.0,19016.22,65.4,259,216,1,2.0971,2.5146,76.1,0.0,243.02,7430.58,1
SG-00568,BP-068,SYN-REQ-00568,SYN-LOT-00568,SYN-CAND-00568-03,SYNTHETIC_GENERATED,BAKERY,PASTRY,RETURN_TO_SUPPLIER,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,MEDIUM,CALCULATED,SUPPLIER,NOT_APPLICABLE,BOX,103,87,467.78,11.39,75984.23,132873.62,108185.7,15303.14,65461.16,9156.05,22.7,213,119,20,1.1553,2.068,52.14,36.57,2674.35,8091.16,1
SG-00569,BP-069,SYN-REQ-00569,SYN-LOT-00569,SYN-CAND-00569-01,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,EXTERNAL_PARTNER,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,CRITICAL,RULE_TRIGGERED,EXTERNAL_PARTNER,NOT_APPLICABLE,TRAY,165,203,356.15,88.89,15030.71,19972.81,7973.15,9201.78,63169.08,850.95,64.33,127,275,41,1.6667,0.7697,104.81,13.79,2657.92,37.07,0
SG-00569,BP-069,SYN-REQ-00569,SYN-LOT-00569,SYN-CAND-00569-02,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,WHOLESALE,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,CRITICAL,RULE_TRIGGERED,WHOLESALE_BUYER,NOT_APPLICABLE,TRAY,165,111,40.76,19.98,61645.99,86100.95,60795.88,21333.07,25047.35,21246.77,18.2,359,275,29,1.6667,2.1758,99.95,5.11,4650.51,4577.39,1
SG-00570,BP-070,SYN-REQ-00570,SYN-LOT-00570,SYN-CAND-00570-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,LOCAL_DISCOUNT,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,CALCULATED,LOCAL_CUSTOMER,NOT_APPLICABLE,BAR,145,128,643.76,98.95,4458.34,7251.49,3738.87,49654.0,0.0,20491.15,186.12,338,157,1,1.0828,2.331,155.67,0.0,134.33,5987.32,1
SG-00570,BP-070,SYN-REQ-00570,SYN-LOT-00570,SYN-CAND-00570-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,WHOLESALE,SMALL_FNB,COLD_REQUIRED_FOR_QUALITY_WINDOW,HIGH,CALCULATED,WHOLESALE_BUYER,NOT_APPLICABLE,BAR,145,319,380.36,95.25,22798.09,31057.84,12708.87,33822.81,71406.82,2720.85,42.53,344,93,93,0.6414,2.3724,131.37,14.27,2825.28,1895.14,0
SG-00571,BP-071,SYN-REQ-00571,SYN-LOT-00571,SYN-CAND-00571-01,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,INTERNAL_USE,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,17,222,577.82,115.66,33221.68,45334.3,0.0,26826.5,0.0,6146.81,108.55,45,26,1,1.5294,2.6471,67.52,0.0,326.19,421.8,1
SG-00571,BP-071,SYN-REQ-00571,SYN-LOT-00571,SYN-CAND-00571-02,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,INTERNAL_REPURPOSE,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,17,286,484.2,78.75,63336.12,84705.73,68594.7,27555.86,0.0,22529.57,377.95,11,29,1,1.7059,0.6471,36.94,0.0,668.08,3454.2,1
SG-00571,BP-071,SYN-REQ-00571,SYN-LOT-00571,SYN-CAND-00571-03,SYNTHETIC_GENERATED,FRESH_PRODUCE,VEGETABLE,LOCAL_DISCOUNT,SMALL_RETAIL,CHILLED_PREFERRED,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,PACK,17,75,718.39,30.09,77296.99,93544.82,39999.77,692.87,0.0,10639.37,102.28,10,32,1,1.8824,0.5882,6.08,0.0,2848.43,6251.45,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-01,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,DONATION,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,DONATION_PARTNER,NOT_APPLICABLE,SACHET,196,336,637.45,43.78,20380.24,31617.9,0.0,30160.19,34154.71,3544.85,334.58,534,437,1,2.2296,2.7245,10.96,37.18,156.1,4771.07,0
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-02,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,WHOLESALE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,WHOLESALE_BUYER,NOT_APPLICABLE,SACHET,196,281,642.15,12.81,44566.09,51718.95,24188.95,13277.6,52292.02,3035.46,143.28,228,530,155,2.7041,1.1633,26.53,34.87,3862.86,2972.37,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-03,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,EXTERNAL_PARTNER,NOT_APPLICABLE,SACHET,196,142,259.62,5.02,28354.02,34674.13,21931.39,27305.33,50519.59,3661.75,53.21,262,205,22,1.0459,1.3367,103.57,21.66,2093.35,3600.34,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-04,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,LOCAL_DISCOUNT,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,196,328,71.58,81.38,13604.56,24433.79,14787.33,3356.36,0.0,7420.93,19.58,322,499,1,2.5459,1.6429,125.27,0.0,2010.24,352.51,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-05,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,BUNDLE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,LOCAL_CUSTOMER,NOT_APPLICABLE,SACHET,196,271,449.06,45.35,63584.3,112919.36,67153.14,31645.63,0.0,7867.77,236.98,461,460,1,2.3469,2.352,32.79,0.0,2744.45,6598.38,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-06,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,196,14,251.22,2.91,46810.71,55690.7,0.0,39558.12,0.0,8520.14,58.67,272,282,1,1.4388,1.3878,60.35,0.0,4836.79,5677.83,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-07,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,RETURN_TO_SUPPLIER,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,SUPPLIER,NOT_APPLICABLE,SACHET,196,171,512.52,16.3,9948.73,17613.23,10456.97,8089.36,42265.85,11053.49,317.94,348,568,20,2.898,1.7755,104.61,6.22,739.53,9480.71,1
SG-00572,BP-072,SYN-REQ-00572,SYN-LOT-00572,SYN-CAND-00572-08,SYNTHETIC_GENERATED,CONDIMENT,SPREAD,INTERNAL_REPURPOSE,SMALL_RETAIL,AMBIENT_ALLOWED,LOW,USER_DECLARED,INTERNAL_OPERATION,NOT_APPLICABLE,SACHET,196,140,611.25,57.64,57035.94,77163.92,47857.06,13566.85,0.0,12961.18,573.19,169,128,1,0.6531,0.8622,22.82,0.0,1813.33,5204.58,1
SG-00573,BP-073,SYN-REQ-00573,SYN-LOT-00573,SYN-CAND-00573-01,SYNTHETIC_GENERATED,CHOCOLATE,BAR,EXTERNAL_PARTNER,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,EXTERNAL_PARTNER,PRE_SEASON,BAR,177,59,195.19,51.98,2098.91,3715.49,3132.53,23257.39,72698.79,20214.08,161.69,528,417,53,2.3559,2.9831,18.9,23.6,3519.1,9895.76,1
SG-00573,BP-073,SYN-REQ-00573,SYN-LOT-00573,SYN-CAND-00573-02,SYNTHETIC_GENERATED,CHOCOLATE,BAR,LOCAL_DISCOUNT,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,LOCAL_CUSTOMER,PRE_SEASON,BAR,177,217,529.41,88.37,2778.29,3557.6,3060.25,33754.69,0.0,16029.67,494.13,331,130,1,0.7345,1.8701,34.57,0.0,1103.98,6505.62,1
SG-00573,BP-073,SYN-REQ-00573,SYN-LOT-00573,SYN-CAND-00573-03,SYNTHETIC_GENERATED,CHOCOLATE,BAR,WHOLESALE,MEDIUM_RETAIL,COLD_REQUIRED_FOR_QUALITY_WINDOW,LOW,CALCULATED,WHOLESALE_BUYER,PRE_SEASON,BAR,177,62,234.47,15.38,53052.52,80639.83,52432.02,38206.13,31789.52,22942.79,132.83,393,378,110,2.1356,2.2203,71.51,32.58,2735.77,9103.52,1
SG-00574,BP-074,SYN-REQ-00574,SYN-LOT-00574,SYN-CAND-00574-01,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,BUNDLE,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,CUP,105,269,179.69,47.1,55349.54,69828.98,46722.57,21582.65,0.0,14090.68,45.05,190,63,1,0.6,1.8095,15.13,0.0,1821.57,4632.36,1
SG-00574,BP-074,SYN-REQ-00574,SYN-LOT-00574,SYN-CAND-00574-02,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,INTERNAL_USE,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,CUP,105,37,678.66,19.88,74737.04,114138.41,0.0,28220.9,0.0,8823.38,364.19,111,77,1,0.7333,1.0571,122.38,0.0,4394.1,7125.47,0
SG-00574,BP-074,SYN-REQ-00574,SYN-LOT-00574,SYN-CAND-00574-03,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,DONATION,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,DONATION_PARTNER,NOT_APPLICABLE,CUP,105,358,25.37,21.2,8886.12,13637.53,0.0,47608.77,66817.07,9336.81,16.56,248,264,1,2.5143,2.3619,166.8,2.96,4290.07,5563.02,0
SG-00574,BP-074,SYN-REQ-00574,SYN-LOT-00574,SYN-CAND-00574-04,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,LOCAL_DISCOUNT,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,CUP,105,115,245.64,23.0,60284.44,105823.31,87071.42,1076.18,0.0,11398.63,101.04,229,101,1,0.9619,2.181,55.31,0.0,521.64,8715.9,1
SG-00574,BP-074,SYN-REQ-00574,SYN-LOT-00574,SYN-CAND-00574-05,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,WHOLESALE,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,WHOLESALE_BUYER,NOT_APPLICABLE,CUP,105,100,185.75,24.31,11589.82,17863.39,12863.43,15030.89,13806.87,125.08,110.86,310,290,59,2.7619,2.9524,121.23,32.57,1661.06,2368.53,1
SG-00574,BP-074,SYN-REQ-00574,SYN-LOT-00574,SYN-CAND-00574-06,SYNTHETIC_GENERATED,READY_TO_EAT_MEAL,READY_SNACK,RETURN_TO_SUPPLIER,MEDIUM_RETAIL,SAFETY_CRITICAL_COLD_CHAIN,LOW,RULE_TRIGGERED,SUPPLIER,NOT_APPLICABLE,CUP,105,92,612.4,55.18,49184.69,62769.5,24285.52,8060.78,3330.33,21637.67,274.38,114,106,52,1.0095,1.0857,89.85,39.88,4975.56,6842.39,1
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-01,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,DONATION,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,DONATION_PARTNER,IN_SEASON,CUP,228,99,541.93,71.4,47929.31,63693.26,0.0,15051.67,20417.68,24042.93,1.72,164,497,1,2.1798,0.7193,141.31,10.99,3204.58,4947.7,0
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-02,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,EXTERNAL_PARTNER,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,EXTERNAL_PARTNER,IN_SEASON,CUP,228,363,621.62,82.08,27507.83,36709.2,20619.56,49092.21,28242.51,600.47,240.53,415,681,13,2.9868,1.8202,13.61,3.53,1740.18,9874.38,0
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-03,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,PROMOTIONAL_BONUS,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,CUP,228,65,484.12,6.75,28789.03,45334.09,41326.56,39798.59,0.0,20047.23,23.29,681,261,1,1.1447,2.9868,28.6,0.0,1926.58,1406.67,1
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-04,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,BRANCH_TRANSFER,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,BRANCH,IN_SEASON,CUP,228,80,39.82,42.12,38901.07,52710.95,52442.12,28418.1,31838.16,12558.57,34.36,335,170,63,0.7456,1.4693,146.86,32.83,2861.84,3796.9,1
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-05,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,INTERNAL_REPURPOSE,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,CUP,228,193,411.36,100.27,61825.63,70184.46,36994.23,3265.51,0.0,24251.3,216.65,277,466,1,2.0439,1.2149,49.65,0.0,691.85,8330.36,1
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-06,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,BUNDLE,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,CUP,228,168,564.95,3.58,71446.92,93524.02,66084.07,23988.38,0.0,1264.2,80.56,518,298,1,1.307,2.2719,7.89,0.0,602.69,3218.0,1
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-07,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,INTERNAL_USE,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,INTERNAL_OPERATION,IN_SEASON,CUP,228,279,327.02,32.54,73879.43,107923.07,0.0,18927.38,0.0,17153.1,194.05,300,199,1,0.8728,1.3158,65.8,0.0,4042.4,5988.17,1
SG-00575,BP-075,SYN-REQ-00575,SYN-LOT-00575,SYN-CAND-00575-08,SYNTHETIC_GENERATED,CHILLED_DAIRY,MILK,LOCAL_DISCOUNT,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,USER_DECLARED,LOCAL_CUSTOMER,IN_SEASON,CUP,228,186,661.46,98.99,17767.45,21573.24,11140.42,45722.06,0.0,8883.84,610.94,334,539,1,2.364,1.4649,104.14,0.0,1987.94,8650.02,1
SG-00576,BP-076,SYN-REQ-00576,SYN-LOT-00576,SYN-CAND-00576-01,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,BUNDLE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,LOCAL_CUSTOMER,NOT_APPLICABLE,BOX,165,268,161.84,110.77,49193.03,72717.14,43688.46,4268.54,0.0,2791.8,113.0,402,336,1,2.0364,2.4364,72.63,0.0,672.35,1497.69,1
SG-00576,BP-076,SYN-REQ-00576,SYN-LOT-00576,SYN-CAND-00576-02,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,INTERNAL_USE,MEDIUM_WHOLESALER,AMBIENT_ALLOWED,MEDIUM,RULE_TRIGGERED,INTERNAL_OPERATION,NOT_APPLICABLE,BOX,165,186,528.3,72.32,8342.85,10894.09,0.0,24094.46,0.0,21741.38,255.03,86,445,1,2.697,0.5212,31.81,0.0,1360.79,3292.0,0
SG-00577,BP-077,SYN-REQ-00577,SYN-LOT-00577,SYN-CAND-00577-01,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,EXTERNAL_PARTNER,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,EXTERNAL_PARTNER,NOT_APPLICABLE,PACK,212,67,119.41,34.43,19336.11,29197.53,18353.57,21365.24,11243.76,8078.58,36.23,402,559,31,2.6368,1.8962,91.23,20.27,2444.82,1354.43,1
SG-00577,BP-077,SYN-REQ-00577,SYN-LOT-00577,SYN-CAND-00577-02,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,RETURN_TO_SUPPLIER,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,SUPPLIER,NOT_APPLICABLE,PACK,212,68,69.06,54.39,23763.1,35399.89,31576.7,25537.27,72832.37,4022.36,22.63,137,291,36,1.3726,0.6462,68.21,9.57,1340.2,1695.25,1
SG-00577,BP-077,SYN-REQ-00577,SYN-LOT-00577,SYN-CAND-00577-03,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,INTERNAL_USE,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,INTERNAL_OPERATION,NOT_APPLICABLE,PACK,212,143,647.37,25.47,78329.51,110569.94,0.0,35628.25,0.0,9549.65,74.78,473,361,1,1.7028,2.2311,82.17,0.0,150.27,52.47,1
SG-00577,BP-077,SYN-REQ-00577,SYN-LOT-00577,SYN-CAND-00577-04,SYNTHETIC_GENERATED,CHOCOLATE,CONFECTIONERY,BUNDLE,SMALL_RETAIL,AMBIENT_ALLOWED,CRITICAL,USER_DECLARED,LOCAL_CUSTOMER,NOT_APPLICABLE,PACK,212,95,685.12,88.02,33752.02,40681.31,35156.79,24190.44,0.0,2600.79,303.28,484,258,1,1.217,2.283,158.58,0.0,3372.94,2872.62,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-01,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,EXTERNAL_PARTNER,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,EXTERNAL_PARTNER,IN_SEASON,BOX,102,166,447.82,38.85,78736.04,135488.98,71443.34,14711.93,40782.5,3884.2,108.31,81,112,45,1.098,0.7941,30.86,21.76,3614.71,4685.79,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-02,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,DONATION,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,DONATION_PARTNER,IN_SEASON,BOX,102,194,50.51,95.92,38610.72,68869.94,0.0,46960.12,11757.53,13957.62,12.27,285,124,1,1.2157,2.7941,58.74,7.35,4461.04,2905.41,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-03,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,INTERNAL_REPURPOSE,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,INTERNAL_OPERATION,IN_SEASON,BOX,102,264,478.02,57.37,6983.67,9612.32,7783.1,18725.96,0.0,2074.11,231.92,119,186,1,1.8235,1.1667,26.51,0.0,3635.15,8102.44,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-04,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,PROMOTIONAL_BONUS,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,LOCAL_CUSTOMER,IN_SEASON,BOX,102,24,329.77,11.79,32850.1,43707.06,32561.76,47143.35,0.0,4334.68,119.07,56,232,1,2.2745,0.549,18.98,0.0,1959.88,7789.92,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-05,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,BRANCH_TRANSFER,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,BRANCH,IN_SEASON,BOX,102,1,13.1,1.0,61669.99,89933.35,63582.88,25368.48,74085.15,16797.64,3.82,221,150,14,1.4706,2.1667,161.39,26.53,1429.51,4542.79,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-06,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,INTERNAL_USE,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,INTERNAL_OPERATION,IN_SEASON,BOX,102,203,643.51,68.36,58236.31,87098.23,0.0,40176.38,0.0,5331.73,563.91,198,89,1,0.8725,1.9412,8.25,0.0,602.67,5811.24,1
SG-00578,BP-078,SYN-REQ-00578,SYN-LOT-00578,SYN-CAND-00578-07,SYNTHETIC_GENERATED,FROZEN_PREPARED_FOOD,FROZEN_SNACK,RETURN_TO_SUPPLIER,MEDIUM_FNB,SAFETY_CRITICAL_COLD_CHAIN,HIGH,CALCULATED,SUPPLIER,IN_SEASON,BOX,102,169,276.46,64.75,24685.46,29642.3,22495.54,43127.67,61871.37,9407.12,226.31,175,90,66,0.8824,1.7157,25.16,20.06,619.47,6392.16,1
SG-00579,BP-079,SYN-REQ-00579,SYN-LOT-00579,SYN-CAND-00579-01,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,WHOLESALE,MEDIUM_WHOLESALER,CHILLED_PREFERRED,HIGH,CALCULATED,WHOLESALE_BUYER,IN_SEASON,KG,133,243,179.81,17.06,72083.92,114490.89,111823.25,34561.58,35343.8,18638.79,25.9,187,350,19,2.6316,1.406,71.3,32.49,773.11,6173.63,1
SG-00579,BP-079,SYN-REQ-00579,SYN-LOT-00579,SYN-CAND-00579-02,SYNTHETIC_GENERATED,FRESH_PRODUCE,FRUIT,PROMOTIONAL_BONUS,MEDIUM_WHOLESALER,CHILLED_PREFERRED,HIGH,CALCULATED,LOCAL_CUSTOMER,IN_SEASON,KG,133,20,420.22,2.33,76608.91,85641.1,42606.45,38405.8,0.0,6346.99,1.03,206,359,1,2.6992,1.5489,162.37,0.0,3576.5,1199.82,1
