scenario_group_id,split
SG-01717,train
SG-01718,validation
SG-01719,train
SG-01720,train
SG-01721,validation
SG-01722,train
SG-01723,train
SG-01724,train
SG-01725,train
SG-01726,train
SG-01727,test
SG-01728,validation
SG-01729,test
SG-01730,train
SG-01731,validation
SG-01732,validation
SG-01733,test
SG-01734,test
SG-01735,validation
SG-01736,test
SG-01737,validation
SG-01738,test
SG-01739,train
SG-01740,train
SG-01741,train
SG-01742,train
SG-01743,test
SG-01744,train
SG-01745,train
SG-01746,validation
SG-01747,test
SG-01748,train
SG-01749,train
SG-01750,train
SG-01751,train
SG-01752,validation
SG-01753,train
SG-01754,validation
SG-01755,train
SG-01756,validation
SG-01757,validation
SG-01758,train
SG-01759,train
SG-01760,train
SG-01761,train
SG-01762,train
SG-01763,train
SG-01764,train
SG-01765,train
SG-01766,train
SG-01767,train
SG-01768,train
SG-01769,train
SG-01770,train
SG-01771,train
SG-01772,validation
SG-01773,train
SG-01774,train
SG-01775,train
SG-01776,test
SG-01777,train
SG-01778,train
SG-01779,train
SG-01780,train
SG-01781,validation
SG-01782,train
SG-01783,train
SG-01784,train
SG-01785,train
SG-01786,train
SG-01787,test
SG-01788,train
SG-01789,train
SG-01790,train
SG-01791,train
SG-01792,train
SG-01793,train
SG-01794,test
SG-01795,train
SG-01796,validation
SG-01797,train
SG-01798,train
SG-01799,train
SG-01800,train
SG-01801,train
SG-01802,validation
SG-01803,test
SG-01804,train
SG-01805,train
SG-01806,validation
SG-01807,train
SG-01808,train
SG-01809,validation
SG-01810,test
SG-01811,test
SG-01812,train
SG-01813,train
SG-01814,validation
SG-01815,train
SG-01816,test
SG-01817,train
SG-01818,train
SG-01819,train
SG-01820,train
SG-01821,train
SG-01822,train
SG-01823,train
SG-01824,train
SG-01825,test
SG-01826,validation
SG-01827,train
SG-01828,validation
SG-01829,train
SG-01830,validation
SG-01831,train
SG-01832,train
SG-01833,train
SG-01834,train
SG-01835,train
SG-01836,validation
SG-01837,test
SG-01838,validation
SG-01839,train
SG-01840,train
SG-01841,train
SG-01842,train
SG-01843,test
SG-01844,train
SG-01845,train
SG-01846,validation
SG-01847,validation
SG-01848,train
SG-01849,validation
SG-01850,train
SG-01851,train
SG-01852,train
SG-01853,train
SG-01854,train
SG-01855,validation
SG-01856,train
SG-01857,test
SG-01858,train
SG-01859,train
SG-01860,train
SG-01861,train
SG-01862,test
SG-01863,validation
SG-01864,validation
SG-01865,train
SG-01866,train
SG-01867,train
SG-01868,train
SG-01869,train
SG-01870,train
SG-01871,train
SG-01872,train
SG-01873,train
SG-01874,train
SG-01875,train
SG-01876,validation
SG-01877,train
SG-01878,validation
SG-01879,validation
SG-01880,train
SG-01881,test
SG-01882,train
SG-01883,train
SG-01884,train
SG-01885,validation
SG-01886,test
SG-01887,train
SG-01888,train
SG-01889,train
SG-01890,train
SG-01891,validation
SG-01892,train
SG-01893,train
SG-01894,validation
SG-01895,train
SG-01896,validation
SG-01897,test
SG-01898,validation
SG-01899,train
SG-01900,train
SG-01901,test
SG-01902,test
SG-01903,train
SG-01904,train
SG-01905,train
SG-01906,train
SG-01907,train
SG-01908,validation
SG-01909,train
SG-01910,validation
SG-01911,validation
SG-01912,test
SG-01913,train
SG-01914,validation
SG-01915,train
SG-01916,test
SG-01917,train
SG-01918,train
SG-01919,train
SG-01920,train
SG-01921,train
SG-01922,train
SG-01923,train
SG-01924,train
SG-01925,train
SG-01926,train
SG-01927,train
SG-01928,train
SG-01929,train
SG-01930,train
SG-01931,validation
SG-01932,train
SG-01933,train
SG-01934,train
SG-01935,train
SG-01936,train
SG-01937,train
SG-01938,train
SG-01939,train
SG-01940,validation
SG-01941,train
SG-01942,test
SG-01943,test
SG-01944,train
SG-01945,train
SG-01946,train
SG-01947,train
SG-01948,validation
SG-01949,train
SG-01950,test
SG-01951,test
SG-01952,test
SG-01953,validation
SG-01954,train
SG-01955,test
SG-01956,train
SG-01957,test
SG-01958,train
SG-01959,train
SG-01960,train
SG-01961,train
SG-01962,train
SG-01963,validation
SG-01964,train
SG-01965,train
SG-01966,train
SG-01967,train
SG-01968,test
SG-01969,train
SG-01970,test
SG-01971,test
SG-01972,validation
SG-01973,train
SG-01974,train
SG-01975,train
SG-01976,train
SG-01977,train
SG-01978,validation
SG-01979,train
SG-01980,train
SG-01981,train
SG-01982,train
SG-01983,train
SG-01984,train
SG-01985,train
SG-01986,train
SG-01987,train
SG-01988,test
SG-01989,train
SG-01990,train
SG-01991,train
SG-01992,train
SG-01993,test
SG-01994,train
SG-01995,test
SG-01996,train
SG-01997,train
SG-01998,train
SG-01999,train
SG-02000,train
SG-02001,train
SG-02002,test
SG-02003,validation
SG-02004,train
SG-02005,train
SG-02006,train
SG-02007,train
SG-02008,validation
SG-02009,train
SG-02010,train
SG-02011,train
SG-02012,test
SG-02013,train
SG-02014,train
SG-02015,validation
SG-02016,test
SG-02017,train
SG-02018,train
SG-02019,validation
SG-02020,train
SG-02021,validation
SG-02022,train
SG-02023,train
SG-02024,train
SG-02025,train
SG-02026,train
SG-02027,train
SG-02028,train
SG-02029,train
SG-02030,train
SG-02031,train
SG-02032,train
SG-02033,train
SG-02034,train
SG-02035,train
SG-02036,test
SG-02037,train
SG-02038,train
SG-02039,train
SG-02040,train
SG-02041,train
SG-02042,train
SG-02043,test
SG-02044,validation
SG-02045,test
SG-02046,train
SG-02047,train
SG-02048,train
SG-02049,train
SG-02050,train
SG-02051,train
SG-02052,train
SG-02053,train
SG-02054,train
SG-02055,train
SG-02056,validation
SG-02057,train
SG-02058,train
SG-02059,train
SG-02060,train
SG-02061,train
SG-02062,test
SG-02063,train
SG-02064,train
SG-02065,test
SG-02066,train
SG-02067,validation
SG-02068,test
SG-02069,train
SG-02070,train
SG-02071,train
SG-02072,train
SG-02073,train
SG-02074,validation
SG-02075,train
SG-02076,train
SG-02077,test
SG-02078,validation
SG-02079,train
SG-02080,train
SG-02081,test
SG-02082,train
SG-02083,test
SG-02084,train
SG-02085,train
SG-02086,test
SG-02087,test
SG-02088,test
SG-02089,train
SG-02090,train
SG-02091,train
SG-02092,train
SG-02093,train
SG-02094,train
SG-02095,train
SG-02096,train
SG-02097,validation
SG-02098,test
SG-02099,train
SG-02100,validation
SG-02101,validation
SG-02102,train
SG-02103,train
SG-02104,train
SG-02105,train
SG-02106,train
SG-02107,train
SG-02108,validation
SG-02109,train
SG-02110,train
SG-02111,validation
SG-02112,test
SG-02113,train
SG-02114,test
SG-02115,validation
SG-02116,validation
SG-02117,train
SG-02118,train
SG-02119,train
SG-02120,train
SG-02121,train
SG-02122,test
SG-02123,validation
SG-02124,train
SG-02125,train
SG-02126,validation
SG-02127,train
SG-02128,train
SG-02129,train
SG-02130,train
SG-02131,train
SG-02132,train
SG-02133,train
SG-02134,validation
SG-02135,train
SG-02136,train
SG-02137,train
SG-02138,train
SG-02139,test
SG-02140,train
SG-02141,train
SG-02142,train
SG-02143,train
SG-02144,train
SG-02145,train
SG-02146,train
SG-02147,train
SG-02148,train
SG-02149,train
SG-02150,validation
SG-02151,test
SG-02152,train
SG-02153,test
SG-02154,train
SG-02155,test
SG-02156,test
SG-02157,test
SG-02158,test
SG-02159,train
SG-02160,train
SG-02161,validation
SG-02162,train
SG-02163,train
SG-02164,train
SG-02165,train
SG-02166,test
SG-02167,train
SG-02168,train
SG-02169,validation
SG-02170,validation
SG-02171,test
SG-02172,train
SG-02173,train
SG-02174,train
SG-02175,train
SG-02176,train
SG-02177,validation
SG-02178,train
SG-02179,train
SG-02180,train
SG-02181,train
SG-02182,train
SG-02183,validation
SG-02184,train
SG-02185,validation
SG-02186,train
SG-02187,validation
SG-02188,test
SG-02189,train
SG-02190,test
SG-02191,train
SG-02192,train
SG-02193,train
SG-02194,train
SG-02195,train
SG-02196,train
SG-02197,train
SG-02198,train
SG-02199,train
SG-02200,train
SG-02201,train
SG-02202,train
SG-02203,train
SG-02204,train
SG-02205,train
SG-02206,train
SG-02207,train
SG-02208,train
SG-02209,test
SG-02210,validation
SG-02211,train
SG-02212,train
SG-02213,train
SG-02214,test
SG-02215,train
SG-02216,validation
SG-02217,train
SG-02218,train
SG-02219,validation
SG-02220,train
SG-02221,train
SG-02222,train
SG-02223,train
SG-02224,train
SG-02225,train
SG-02226,test
SG-02227,test
SG-02228,train
SG-02229,train
SG-02230,train
SG-02231,train
SG-02232,train
SG-02233,train
SG-02234,train
SG-02235,validation
SG-02236,test
SG-02237,train
SG-02238,test
SG-02239,train
SG-02240,train
SG-02241,validation
SG-02242,train
SG-02243,train
SG-02244,train
SG-02245,train
SG-02246,train
SG-02247,validation
SG-02248,validation
SG-02249,validation
SG-02250,validation
SG-02251,train
SG-02252,test
SG-02253,train
SG-02254,validation
SG-02255,train
SG-02256,train
SG-02257,train
SG-02258,validation
SG-02259,train
SG-02260,validation
SG-02261,test
SG-02262,train
SG-02263,train
SG-02264,validation
SG-02265,train
SG-02266,train
SG-02267,train
SG-02268,train
SG-02269,train
SG-02270,train
SG-02271,train
SG-02272,validation
SG-02273,train
SG-02274,validation
SG-02275,validation
SG-02276,train
SG-02277,test
SG-02278,train
SG-02279,test
SG-02280,validation
SG-02281,train
SG-02282,validation
SG-02283,train
SG-02284,train
SG-02285,validation
SG-02286,train
SG-02287,train
SG-02288,train
SG-02289,train
SG-02290,validation
SG-02291,test
SG-02292,test
SG-02293,validation
SG-02294,test
SG-02295,train
SG-02296,train
SG-02297,train
SG-02298,test
SG-02299,train
SG-02300,validation
SG-02301,train
SG-02302,validation
SG-02303,train
SG-02304,train
SG-02305,train
SG-02306,test
SG-02307,test
SG-02308,train
SG-02309,train
SG-02310,train
SG-02311,train
SG-02312,train
SG-02313,validation
SG-02314,validation
SG-02315,validation
SG-02316,train
SG-02317,train
SG-02318,train
SG-02319,train
SG-02320,test
SG-02321,train
SG-02322,train
SG-02323,validation
SG-02324,test
SG-02325,train
SG-02326,train
SG-02327,train
SG-02328,train
SG-02329,train
SG-02330,train
SG-02331,train
SG-02332,test
SG-02333,train
SG-02334,train
SG-02335,train
SG-02336,test
SG-02337,train
SG-02338,train
SG-02339,train
SG-02340,train
SG-02341,train
SG-02342,train
SG-02343,train
SG-02344,train
SG-02345,test
SG-02346,test
SG-02347,train
SG-02348,train
SG-02349,test
SG-02350,train
SG-02351,train
SG-02352,validation
SG-02353,train
SG-02354,train
SG-02355,validation
SG-02356,validation
SG-02357,train
SG-02358,train
SG-02359,train
SG-02360,train
SG-02361,train
SG-02362,train
SG-02363,train
SG-02364,validation
SG-02365,train
SG-02366,train
SG-02367,train
SG-02368,train
SG-02369,validation
SG-02370,train
SG-02371,validation
SG-02372,test
SG-02373,train
SG-02374,train
SG-02375,train
SG-02376,train
SG-02377,train
SG-02378,train
SG-02379,test
SG-02380,train
SG-02381,train
SG-02382,train
SG-02383,train
SG-02384,train
SG-02385,validation
SG-02386,train
SG-02387,train
SG-02388,test
SG-02389,train
SG-02390,train
SG-02391,validation
SG-02392,train
SG-02393,train
SG-02394,train
SG-02395,test
SG-02396,validation
SG-02397,validation
SG-02398,train
SG-02399,validation
SG-02400,train
